cliente_id,nome,data_nascimento,genero,cidade,estado,data_cadastro,segmento
14456,Empresa Almeida 456 Ltda,2013-11-07,PJ,São Paulo,SP,2018-07-26,Pessoa Jurídica
14457,Natália Araújo,1998-05-18,M,Londrina,PR,2018-02-02,Alta Renda
14458,Isabela Pereira,1996-10-22,M,Londrina,PR,2019-11-08,Pessoa Física
14459,Gabriela Silva,2002-06-03,M,Blumenau,SC,2023-08-22,Pessoa Física
14460,Otávio Silva,1960-11-01,F,Campinas,SP,2022-05-07,Pessoa Física
14461,Natália Nascimento,1986-09-30,M,Blumenau,SC,2024-04-10,Pessoa Física
14462,Rafael Silva,1990-08-25,M,Vitória,ES,2025-06-23,Pessoa Física
14463,Natália Almeida,1989-07-25,M,Rio de Janeiro,RJ,2022-01-19,Alta Renda
14464,Marcos Rodrigues,1984-03-21,F,Porto Alegre,RS,2021-11-30,Alta Renda
14465,Vanessa Lima,1975-05-20,M,Goiânia,GO,2026-10-30,Pessoa Física
14466,Empresa Silva 466 Ltda,2011-11-02,PJ,Blumenau,SC,2025-03-02,Pessoa Jurídica
14467,Empresa Souza 467 Ltda,2008-11-06,PJ,Campinas,SP,2024-08-14,Pessoa Jurídica
14468,Marcos Souza,1959-12-14,F,Caxias do Sul,RS,2023-07-14,Pessoa Física
14469,Empresa Fernandes 469 Ltda,2016-09-12,PJ,Blumenau,SC,2021-09-22,Pessoa Jurídica
14470,Rafael Nascimento,1983-08-15,F,Porto Alegre,RS,2022-03-04,Pessoa Física
14471,Eduarda Costa,1970-04-05,M,Goiânia,GO,2022-07-15,Alta Renda
14472,Empresa Rodrigues 472 Ltda,2010-04-27,PJ,Blumenau,SC,2026-03-26,Pessoa Jurídica
14473,Felipe Fernandes,1964-12-06,M,Vitória,ES,2021-02-20,Pessoa Física
14474,William Costa,1988-06-30,F,Porto Alegre,RS,2026-10-09,Pessoa Física
14475,Natália Araújo,1982-01-13,M,Brasília,DF,2021-07-22,Pessoa Física
14476,Bruno Araújo,1966-03-29,F,Campinas,SP,2025-06-29,Pessoa Física
14477,Tiago Silva,1968-03-24,F,Santa Maria,RS,2020-07-24,Pessoa Física
14478,Larissa Nascimento,1995-06-21,M,Curitiba,PR,2024-01-16,Pessoa Física
14479,Marcos Oliveira,2001-08-05,M,São Paulo,SP,2025-07-28,Pessoa Física
14480,Larissa Nascimento,1977-06-05,F,Londrina,PR,2021-01-29,Pessoa Física
14481,Henrique Almeida,1994-06-17,F,Santa Cruz do Sul,RS,2026-06-13,Pessoa Física
14482,João Fernandes,2002-10-21,F,Blumenau,SC,2025-01-14,Pessoa Física
14483,Empresa Fernandes 483 Ltda,2020-05-18,PJ,São Paulo,SP,2023-07-13,Pessoa Jurídica
14484,Daniel Costa,1990-01-05,M,Santa Cruz do Sul,RS,2023-11-29,Pessoa Física
14485,Larissa Oliveira,1968-09-19,F,Brasília,DF,2024-01-09,Pessoa Física
14486,Larissa Rodrigues,2004-11-03,M,Vitória,ES,2026-03-26,Alta Renda
14487,Natália Almeida,1995-02-18,M,Porto Alegre,RS,2026-06-23,Pessoa Física
14488,Tiago Costa,1975-02-11,M,Belo Horizonte,MG,2022-12-22,Alta Renda
14489,Bruno Araújo,1988-04-25,M,Santa Maria,RS,2020-11-09,Pessoa Física
14490,Henrique Costa,1987-09-11,F,Joinville,SC,2025-04-02,Pessoa Física
14491,Larissa Santos,2001-05-20,M,Santa Cruz do Sul,RS,2019-10-22,Pessoa Física
14492,Larissa Araújo,1971-10-27,M,Curitiba,PR,2023-11-13,Pessoa Física
14493,Tiago Lima,1962-12-15,M,Joinville,SC,2018-03-24,Alta Renda
14494,Larissa Santos,1977-04-19,M,Santa Maria,RS,2026-05-07,Pessoa Física
14495,João Nascimento,1974-03-27,F,São Paulo,SP,2021-12-07,Pessoa Física
14496,Henrique Souza,1974-03-06,F,Joinville,SC,2020-03-05,Pessoa Física
14497,Larissa Souza,2000-08-31,F,Blumenau,SC,2023-12-14,Pessoa Física
14498,Empresa Pereira 498 Ltda,2002-09-04,PJ,Brasília,DF,2022-03-20,Pessoa Jurídica
14499,Henrique Silva,1984-02-26,M,Vitória,ES,2018-07-11,Pessoa Física
14500,João Nascimento,1962-03-12,M,Londrina,PR,2022-05-29,Pessoa Física
14501,Marcos Nascimento,1972-02-17,M,Brasília,DF,2018-11-21,Pessoa Física
14502,Gabriela Souza,1990-10-25,F,Santa Maria,RS,2023-02-09,Pessoa Física
14503,William Fernandes,1995-09-30,F,Belo Horizonte,MG,2020-01-05,Pessoa Física
14504,Otávio Oliveira,1956-11-27,M,São Paulo,SP,2022-01-20,Alta Renda
14505,Marcos Rodrigues,1963-02-10,M,Santa Cruz do Sul,RS,2019-02-03,Pessoa Física
14506,Natália Pereira,1955-01-15,M,Curitiba,PR,2025-04-01,Pessoa Física
14507,Ana Souza,1951-09-15,M,Santa Maria,RS,2024-05-07,Alta Renda
14508,Carla Souza,1957-09-17,M,Belo Horizonte,MG,2020-05-15,Alta Renda
14509,Empresa Fernandes 009 Ltda,2017-10-29,PJ,Santa Maria,RS,2021-03-23,Pessoa Jurídica
14510,Gabriela Costa,1957-05-03,M,Santa Maria,RS,2023-10-08,Pessoa Física
14511,Empresa Nascimento 011 Ltda,2004-01-16,PJ,Blumenau,SC,2019-12-13,Pessoa Jurídica
14512,Henrique Oliveira,1984-08-14,M,Caxias do Sul,RS,2022-09-21,Pessoa Física
14513,Bruno Costa,1963-06-30,F,Vitória,ES,2023-12-23,Pessoa Física
14514,Felipe Nascimento,1955-01-12,F,Santa Cruz do Sul,RS,2021-04-11,Pessoa Física
14515,Empresa Pereira 015 Ltda,2015-12-30,PJ,Santa Cruz do Sul,RS,2026-12-11,Pessoa Jurídica
14516,Larissa Araújo,1963-11-25,M,Vitória,ES,2023-11-11,Pessoa Física
14517,Empresa Almeida 017 Ltda,2009-07-16,PJ,Belo Horizonte,MG,2022-09-17,Pessoa Jurídica
14518,Sabrina Araújo,1991-11-25,F,Belo Horizonte,MG,2024-03-04,Pessoa Física
14519,Patrícia Pereira,1993-06-29,F,Brasília,DF,2025-12-24,Pessoa Física
14520,João Pereira,1975-08-03,M,Blumenau,SC,2025-12-31,Pessoa Física
14521,Vanessa Rodrigues,1978-03-08,M,Blumenau,SC,2024-01-30,Pessoa Física
14522,Empresa Oliveira 022 Ltda,2014-07-31,PJ,Goiânia,GO,2024-02-07,Pessoa Jurídica
14523,João Rodrigues,1975-08-11,F,Joinville,SC,2025-02-10,Pessoa Física
14524,Isabela Souza,1961-05-07,M,São Paulo,SP,2026-01-22,Pessoa Física
14525,Sabrina Araújo,1979-03-06,M,Florianópolis,SC,2022-10-22,Pessoa Física
14526,Natália Nascimento,1980-08-28,F,São Paulo,SP,2021-02-22,Pessoa Física
14527,Larissa Souza,2005-05-02,M,Londrina,PR,2025-11-01,Pessoa Física
14528,Tiago Oliveira,1978-08-03,M,Santa Maria,RS,2019-08-31,Alta Renda
14529,William Pereira,2002-04-26,M,Rio de Janeiro,RJ,2021-05-17,Alta Renda
14530,Otávio Silva,1987-04-08,F,Londrina,PR,2026-02-05,Alta Renda
14531,Empresa Nascimento 031 Ltda,2017-07-31,PJ,Vitória,ES,2025-08-20,Pessoa Jurídica
14532,Empresa Silva 032 Ltda,2000-12-17,PJ,Curitiba,PR,2023-11-10,Pessoa Jurídica
14533,Eduarda Nascimento,1997-07-30,F,Vitória,ES,2021-09-04,Alta Renda
14534,Natália Oliveira,1993-12-03,M,São Paulo,SP,2018-11-02,Pessoa Física
14535,Otávio Rodrigues,1984-11-03,M,São Paulo,SP,2024-08-09,Pessoa Física
14536,Otávio Rodrigues,1951-09-22,F,Goiânia,GO,2024-06-11,Pessoa Física
14537,Isabela Souza,2002-08-29,M,Joinville,SC,2019-07-13,Pessoa Física
14538,William Lima,1957-11-01,M,Vitória,ES,2018-02-24,Pessoa Física
14539,Larissa Souza,1997-03-24,M,Caxias do Sul,RS,2024-01-06,Pessoa Física
14540,Felipe Araújo,1984-09-20,M,Porto Alegre,RS,2020-10-03,Pessoa Física
14541,Patrícia Almeida,1986-10-25,M,Curitiba,PR,2021-07-13,Pessoa Física
14542,Sabrina Oliveira,1953-08-21,M,Londrina,PR,2018-03-27,Pessoa Física
14543,Larissa Costa,1973-07-05,F,Joinville,SC,2022-01-17,Pessoa Física
14544,Carla Nascimento,2002-05-20,M,Belo Horizonte,MG,2025-04-10,Alta Renda
14545,Empresa Oliveira 045 Ltda,2005-06-08,PJ,Blumenau,SC,2022-06-15,Pessoa Jurídica
14546,Empresa Silva 046 Ltda,2014-08-11,PJ,Curitiba,PR,2018-09-15,Pessoa Jurídica
14547,Natália Souza,1970-10-14,F,Londrina,PR,2018-04-17,Pessoa Física
14548,Gabriela Souza,1963-04-19,M,Brasília,DF,2018-09-28,Alta Renda
14549,Sabrina Costa,1993-01-03,M,Caxias do Sul,RS,2020-11-24,Pessoa Física
14550,Bruno Costa,2004-06-20,M,Curitiba,PR,2026-08-21,Pessoa Física
14551,Marcos Pereira,1989-12-10,F,Santa Maria,RS,2020-04-17,Pessoa Física
14552,Vanessa Rodrigues,1992-06-10,M,Florianópolis,SC,2018-05-28,Pessoa Física
14553,Empresa Silva 053 Ltda,2004-03-26,PJ,Goiânia,GO,2018-04-27,Pessoa Jurídica
14554,Sabrina Oliveira,1953-09-09,F,Florianópolis,SC,2023-06-29,Alta Renda
14555,Natália Pereira,2002-11-01,F,São Paulo,SP,2026-06-05,Pessoa Física
14556,Vanessa Araújo,2000-12-13,M,Blumenau,SC,2018-07-04,Alta Renda
14557,Tiago Souza,2003-05-11,M,Santa Maria,RS,2019-11-24,Pessoa Física
14558,Empresa Silva 058 Ltda,2011-05-09,PJ,Rio de Janeiro,RJ,2020-11-29,Pessoa Jurídica
14559,William Oliveira,1962-08-16,M,Londrina,PR,2022-05-31,Alta Renda
14560,Empresa Almeida 060 Ltda,2014-07-06,PJ,Florianópolis,SC,2025-03-29,Pessoa Jurídica
14561,Patrícia Rodrigues,1963-03-15,M,Caxias do Sul,RS,2020-10-24,Pessoa Física
14562,Isabela Oliveira,1958-05-29,F,Londrina,PR,2023-11-29,Pessoa Física
14563,Carla Rodrigues,1964-12-14,M,Belo Horizonte,MG,2025-12-09,Alta Renda
14564,Ana Silva,1985-11-14,M,Belo Horizonte,MG,2022-01-18,Pessoa Física
14565,Gabriela Silva,1969-06-01,F,Belo Horizonte,MG,2022-04-23,Pessoa Física
14566,Larissa Pereira,1983-07-12,M,Goiânia,GO,2018-10-02,Alta Renda
14567,Rafael Pereira,1992-09-24,M,Caxias do Sul,RS,2023-06-17,Pessoa Física
14568,Empresa Pereira 068 Ltda,2010-08-23,PJ,Belo Horizonte,MG,2019-05-07,Pessoa Jurídica
14569,Felipe Fernandes,1978-03-20,M,Curitiba,PR,2021-11-02,Pessoa Física
14570,Rafael Lima,2000-03-12,M,Brasília,DF,2018-03-04,Pessoa Física
14571,Henrique Fernandes,1966-08-16,M,Belo Horizonte,MG,2024-11-13,Pessoa Física
14572,Rafael Oliveira,1985-09-20,M,Blumenau,SC,2018-03-13,Pessoa Física
14573,Patrícia Almeida,1969-01-28,F,Vitória,ES,2023-09-17,Pessoa Física
14574,Bruno Oliveira,1967-06-24,F,Belo Horizonte,MG,2025-06-10,Alta Renda
14575,Gabriela Costa,1965-04-13,M,Florianópolis,SC,2025-10-08,Alta Renda
14576,Isabela Rodrigues,1999-03-29,M,Londrina,PR,2023-05-08,Pessoa Física
14577,William Souza,1951-06-28,M,Rio de Janeiro,RJ,2023-03-11,Alta Renda
14578,Carla Santos,1957-06-30,F,Florianópolis,SC,2019-05-06,Pessoa Física
14579,Empresa Rodrigues 079 Ltda,2019-01-30,PJ,Santa Maria,RS,2023-02-27,Pessoa Jurídica
14580,Ana Santos,2000-03-04,F,Rio de Janeiro,RJ,2018-04-16,Pessoa Física
14581,Isabela Fernandes,2005-11-19,F,Rio de Janeiro,RJ,2019-04-15,Pessoa Física
14582,Eduarda Silva,1959-06-12,F,Brasília,DF,2023-11-07,Alta Renda
14583,Henrique Oliveira,2001-05-03,M,Porto Alegre,RS,2024-01-02,Pessoa Física
14584,Tiago Almeida,1983-06-26,F,São Paulo,SP,2020-07-08,Alta Renda
14585,Natália Rodrigues,1955-05-26,M,Joinville,SC,2024-06-11,Pessoa Física
14586,Henrique Santos,1955-10-03,F,Curitiba,PR,2026-12-14,Pessoa Física
14587,Larissa Souza,2000-12-30,F,Curitiba,PR,2021-07-18,Pessoa Física
14588,Daniel Santos,1950-05-31,F,Porto Alegre,RS,2022-05-16,Pessoa Física
14589,Vanessa Fernandes,1961-05-03,F,Blumenau,SC,2021-03-23,Alta Renda
14590,Bruno Rodrigues,2001-10-04,F,Florianópolis,SC,2019-04-20,Pessoa Física
14591,William Nascimento,1974-12-12,F,Blumenau,SC,2023-07-31,Pessoa Física
14592,Empresa Almeida 092 Ltda,2017-01-01,PJ,Santa Cruz do Sul,RS,2021-02-05,Pessoa Jurídica
14593,Empresa Lima 093 Ltda,2010-07-18,PJ,Vitória,ES,2023-06-19,Pessoa Jurídica
14594,Larissa Araújo,2000-07-11,F,Blumenau,SC,2019-11-22,Pessoa Física
14595,Tiago Rodrigues,2005-06-04,M,Londrina,PR,2024-11-07,Pessoa Física
14596,Eduarda Santos,1969-08-04,M,Porto Alegre,RS,2019-08-12,Pessoa Física
14597,Marcos Silva,1994-11-15,M,Santa Maria,RS,2026-03-08,Alta Renda
14598,Isabela Souza,2005-01-30,F,Porto Alegre,RS,2022-05-26,Pessoa Física
14599,William Pereira,2001-07-10,M,Curitiba,PR,2022-07-06,Alta Renda
14600,Empresa Araújo 100 Ltda,2017-07-19,PJ,Rio de Janeiro,RJ,2025-10-15,Pessoa Jurídica
14601,Bruno Pereira,1956-09-23,M,Caxias do Sul,RS,2019-08-25,Alta Renda
14602,Vanessa Silva,1993-09-30,M,Curitiba,PR,2019-12-01,Pessoa Física
14603,Empresa Almeida 103 Ltda,2009-08-31,PJ,Vitória,ES,2018-02-16,Pessoa Jurídica
14604,Ana Rodrigues,1982-03-13,M,São Paulo,SP,2020-11-04,Pessoa Física
14605,Natália Costa,1989-10-25,M,Londrina,PR,2022-05-26,Pessoa Física
14606,Empresa Souza 106 Ltda,2001-06-07,PJ,Joinville,SC,2025-02-02,Pessoa Jurídica
14607,Otávio Pereira,1956-02-04,F,Joinville,SC,2023-01-08,Pessoa Física
14608,Larissa Fernandes,1960-06-03,M,Santa Cruz do Sul,RS,2019-05-17,Pessoa Física
14609,Vanessa Oliveira,1987-10-14,M,Curitiba,PR,2020-04-08,Alta Renda
14610,Natália Santos,2005-10-01,M,Brasília,DF,2025-06-12,Pessoa Física
14611,Carla Costa,1998-12-08,M,Blumenau,SC,2021-10-25,Pessoa Física
14612,Isabela Nascimento,1997-03-03,F,Caxias do Sul,RS,2023-07-21,Pessoa Física
14613,Larissa Silva,2003-08-13,M,Belo Horizonte,MG,2023-03-27,Pessoa Física
14614,Empresa Costa 114 Ltda,2002-02-26,PJ,Florianópolis,SC,2020-12-24,Pessoa Jurídica
14615,Natália Fernandes,1990-01-04,M,Blumenau,SC,2018-01-30,Pessoa Física
14616,Henrique Almeida,1978-02-23,M,Vitória,ES,2025-05-23,Alta Renda
14617,Rafael Souza,1980-03-09,M,Caxias do Sul,RS,2023-09-18,Pessoa Física
14618,Daniel Fernandes,1958-02-27,M,Belo Horizonte,MG,2026-09-25,Pessoa Física
14619,Daniel Costa,1966-07-17,F,Vitória,ES,2023-06-22,Pessoa Física
14620,Larissa Nascimento,1955-03-07,M,Goiânia,GO,2025-07-30,Pessoa Física
14621,Daniel Rodrigues,1983-11-07,F,Campinas,SP,2018-06-26,Pessoa Física
14622,Empresa Costa 122 Ltda,2005-03-10,PJ,Caxias do Sul,RS,2020-01-21,Pessoa Jurídica
14623,Marcos Santos,1967-08-07,M,Florianópolis,SC,2026-10-10,Pessoa Física
14624,Natália Costa,1957-06-19,F,Caxias do Sul,RS,2018-04-11,Pessoa Física
14625,Empresa Rodrigues 125 Ltda,2005-08-15,PJ,Londrina,PR,2023-06-20,Pessoa Jurídica
14626,Vanessa Nascimento,1994-02-13,M,Caxias do Sul,RS,2026-11-24,Pessoa Física
14627,Sabrina Souza,1994-10-26,F,Vitória,ES,2022-03-15,Alta Renda
14628,Tiago Nascimento,1980-12-14,M,Vitória,ES,2024-05-22,Alta Renda
14629,Bruno Nascimento,2003-11-19,F,Curitiba,PR,2019-10-02,Pessoa Física
14630,Ana Pereira,1970-01-09,F,São Paulo,SP,2023-12-18,Pessoa Física
14631,Bruno Santos,1980-02-01,F,Florianópolis,SC,2019-05-15,Pessoa Física
14632,Isabela Araújo,1965-09-27,F,Santa Maria,RS,2019-04-27,Alta Renda
14633,Larissa Oliveira,1990-11-22,F,Florianópolis,SC,2019-04-09,Pessoa Física
14634,Gabriela Pereira,1968-04-24,F,Brasília,DF,2018-08-19,Pessoa Física
14635,Gabriela Souza,1989-09-18,F,Santa Cruz do Sul,RS,2024-12-26,Alta Renda
14636,Tiago Almeida,1950-07-16,F,Curitiba,PR,2021-12-09,Pessoa Física
14637,Otávio Costa,1975-02-04,F,Vitória,ES,2023-07-10,Pessoa Física
14638,Vanessa Fernandes,1960-03-05,M,Florianópolis,SC,2023-07-08,Pessoa Física
14639,Carla Souza,1960-09-17,M,Londrina,PR,2022-09-27,Pessoa Física
14640,Rafael Pereira,1979-06-16,F,Santa Maria,RS,2018-01-01,Pessoa Física
14641,Daniel Silva,1954-08-14,M,São Paulo,SP,2019-11-05,Alta Renda
14642,Marcos Fernandes,1950-05-01,M,Vitória,ES,2025-08-16,Pessoa Física
14643,Empresa Santos 143 Ltda,2004-09-19,PJ,Florianópolis,SC,2020-01-09,Pessoa Jurídica
14644,Empresa Almeida 144 Ltda,2014-09-20,PJ,Goiânia,GO,2023-11-01,Pessoa Jurídica
14645,Bruno Lima,1965-08-26,F,Goiânia,GO,2025-08-17,Alta Renda
14646,Daniel Lima,1957-01-06,M,Belo Horizonte,MG,2020-08-04,Pessoa Física
14647,Ana Nascimento,2000-10-29,F,Curitiba,PR,2026-04-21,Pessoa Física
14648,Patrícia Araújo,1972-07-25,F,Vitória,ES,2020-04-01,Pessoa Física
14649,Tiago Lima,1994-05-19,F,Londrina,PR,2020-04-13,Alta Renda
14650,Bruno Fernandes,1986-02-23,F,Porto Alegre,RS,2019-03-24,Pessoa Física
14651,Empresa Souza 151 Ltda,2012-05-07,PJ,Vitória,ES,2024-01-19,Pessoa Jurídica
14652,Bruno Rodrigues,1965-11-06,F,Caxias do Sul,RS,2022-01-26,Pessoa Física
14653,Empresa Santos 153 Ltda,2017-10-22,PJ,São Paulo,SP,2018-04-19,Pessoa Jurídica
14654,Isabela Oliveira,1953-10-18,M,Joinville,SC,2020-01-23,Pessoa Física
14655,Eduarda Lima,1981-02-19,M,Londrina,PR,2020-11-22,Pessoa Física
14656,Carla Fernandes,1997-05-08,M,Brasília,DF,2021-04-30,Pessoa Física
14657,Empresa Rodrigues 157 Ltda,2000-11-01,PJ,Santa Maria,RS,2024-09-07,Pessoa Jurídica
14658,Natália Souza,1970-05-28,F,Vitória,ES,2025-03-06,Pessoa Física
14659,Rafael Araújo,1976-03-24,M,São Paulo,SP,2023-01-13,Pessoa Física
14660,Carla Rodrigues,1966-08-26,F,Caxias do Sul,RS,2025-05-14,Pessoa Física
14661,Eduarda Almeida,1966-03-05,F,Porto Alegre,RS,2021-11-25,Pessoa Física
14662,Otávio Costa,2001-06-05,F,Brasília,DF,2021-05-20,Pessoa Física
14663,Carla Almeida,1992-07-08,M,Vitória,ES,2026-11-25,Alta Renda
14664,Henrique Rodrigues,1972-01-29,M,São Paulo,SP,2023-04-30,Alta Renda
14665,Sabrina Fernandes,1960-02-24,M,Porto Alegre,RS,2025-10-06,Alta Renda
14666,João Souza,1965-04-14,M,Belo Horizonte,MG,2022-07-04,Pessoa Física
14667,Henrique Oliveira,1988-08-20,M,Campinas,SP,2026-07-09,Pessoa Física
14668,Tiago Pereira,1972-04-01,F,Belo Horizonte,MG,2023-04-27,Pessoa Física
14669,Larissa Silva,1980-03-12,F,Santa Maria,RS,2022-11-03,Alta Renda
14670,Ana Silva,1986-06-02,M,Caxias do Sul,RS,2024-09-15,Pessoa Física
14671,Empresa Fernandes 171 Ltda,1997-07-17,PJ,Rio de Janeiro,RJ,2024-03-19,Pessoa Jurídica
14672,Eduarda Costa,1974-06-02,M,São Paulo,SP,2021-01-23,Pessoa Física
14673,Gabriela Souza,1981-05-04,M,Belo Horizonte,MG,2023-11-27,Pessoa Física
14674,Felipe Rodrigues,1991-01-11,M,Brasília,DF,2026-02-10,Pessoa Física
14675,Ana Nascimento,1965-11-25,F,Santa Maria,RS,2022-04-26,Pessoa Física
14676,Henrique Almeida,1961-04-19,F,Belo Horizonte,MG,2020-01-21,Pessoa Física
14677,Natália Fernandes,1961-03-22,F,Curitiba,PR,2025-02-18,Pessoa Física
14678,Henrique Souza,1981-06-15,F,Belo Horizonte,MG,2021-12-08,Pessoa Física
14679,Empresa Nascimento 179 Ltda,2006-02-04,PJ,Vitória,ES,2021-06-14,Pessoa Jurídica
14680,Bruno Almeida,1960-10-08,F,Joinville,SC,2018-10-08,Pessoa Física
14681,William Rodrigues,1975-03-03,M,Belo Horizonte,MG,2019-10-01,Pessoa Física
14682,Eduarda Oliveira,1950-07-28,M,Florianópolis,SC,2019-03-12,Pessoa Física
14683,Bruno Pereira,1984-06-10,M,Joinville,SC,2024-03-02,Pessoa Física
14684,Sabrina Silva,1987-05-29,M,Santa Maria,RS,2025-10-15,Alta Renda
14685,Empresa Costa 185 Ltda,2015-07-29,PJ,Santa Cruz do Sul,RS,2021-04-22,Pessoa Jurídica
14686,Eduarda Almeida,1984-01-18,M,Santa Cruz do Sul,RS,2022-12-20,Pessoa Física
14687,Eduarda Fernandes,1989-05-27,F,Brasília,DF,2020-06-04,Pessoa Física
14688,Empresa Fernandes 188 Ltda,1995-07-15,PJ,Caxias do Sul,RS,2020-07-10,Pessoa Jurídica
14689,Henrique Pereira,1972-07-26,F,Londrina,PR,2021-01-13,Alta Renda
14690,Isabela Araújo,2001-05-17,M,Rio de Janeiro,RJ,2026-12-16,Alta Renda
14691,Eduarda Rodrigues,1984-08-24,M,Joinville,SC,2018-01-08,Pessoa Física
14692,Vanessa Pereira,2000-09-11,M,Goiânia,GO,2018-01-13,Pessoa Física
14693,João Lima,2003-06-20,M,Blumenau,SC,2019-03-14,Pessoa Física
14694,William Silva,1997-01-18,M,Brasília,DF,2024-08-21,Pessoa Física
14695,Marcos Santos,1994-07-03,F,Santa Cruz do Sul,RS,2022-01-26,Pessoa Física
14696,Patrícia Costa,1985-04-06,F,Joinville,SC,2020-04-27,Pessoa Física
14697,Carla Pereira,1997-11-27,M,Florianópolis,SC,2024-12-06,Pessoa Física
14698,Patrícia Costa,1989-09-24,F,Belo Horizonte,MG,2020-10-23,Alta Renda
14699,William Lima,1970-06-08,M,Florianópolis,SC,2026-05-10,Pessoa Física
14700,Henrique Almeida,1970-06-21,F,Londrina,PR,2020-11-05,Pessoa Física
14701,Marcos Fernandes,1997-06-06,M,Joinville,SC,2024-02-27,Pessoa Física
14702,Empresa Araújo 202 Ltda,2008-12-08,PJ,Campinas,SP,2025-07-18,Pessoa Jurídica
14703,William Silva,1977-11-19,F,Goiânia,GO,2023-06-12,Pessoa Física
14704,Otávio Souza,1997-03-03,F,Vitória,ES,2024-08-30,Alta Renda
14705,Rafael Pereira,1968-03-27,F,Florianópolis,SC,2025-07-30,Pessoa Física
14706,Rafael Lima,1969-08-11,M,Santa Maria,RS,2020-07-06,Pessoa Física
14707,Ana Silva,1965-12-09,M,Joinville,SC,2024-10-24,Alta Renda
14708,Empresa Costa 208 Ltda,2015-03-01,PJ,Belo Horizonte,MG,2019-09-11,Pessoa Jurídica
14709,Gabriela Souza,1958-03-08,F,Rio de Janeiro,RJ,2023-01-21,Pessoa Física
14710,Ana Nascimento,1999-05-09,M,Belo Horizonte,MG,2020-10-25,Pessoa Física
14711,Vanessa Santos,1955-05-02,M,Goiânia,GO,2024-08-04,Alta Renda
14712,Empresa Pereira 212 Ltda,2004-05-27,PJ,Caxias do Sul,RS,2020-02-09,Pessoa Jurídica
14713,Isabela Pereira,1991-09-18,M,Campinas,SP,2024-03-31,Pessoa Física
14714,Ana Rodrigues,1975-02-12,F,Goiânia,GO,2020-01-18,Alta Renda
14715,Isabela Fernandes,1956-07-27,F,Porto Alegre,RS,2018-06-06,Pessoa Física
14716,Ana Almeida,1954-02-07,M,Santa Maria,RS,2021-07-06,Pessoa Física
14717,João Araújo,1990-08-09,M,Santa Cruz do Sul,RS,2022-08-18,Alta Renda
14718,Empresa Nascimento 218 Ltda,1998-06-02,PJ,Campinas,SP,2019-03-19,Pessoa Jurídica
14719,Otávio Rodrigues,1951-06-01,F,Campinas,SP,2024-12-13,Pessoa Física
14720,Ana Fernandes,1989-07-01,F,Joinville,SC,2024-11-05,Pessoa Física
14721,João Santos,1955-06-18,M,Florianópolis,SC,2026-05-08,Pessoa Física
14722,Sabrina Santos,2003-09-08,M,Blumenau,SC,2025-11-21,Pessoa Física
14723,Empresa Silva 223 Ltda,2006-07-02,PJ,Curitiba,PR,2025-03-22,Pessoa Jurídica
14724,Empresa Nascimento 224 Ltda,2012-03-14,PJ,Joinville,SC,2022-10-25,Pessoa Jurídica
14725,Henrique Silva,1978-03-18,F,Florianópolis,SC,2018-04-18,Alta Renda
14726,Daniel Souza,1989-09-08,F,Brasília,DF,2021-04-22,Pessoa Física
14727,Empresa Rodrigues 227 Ltda,2011-03-05,PJ,São Paulo,SP,2025-04-10,Pessoa Jurídica
14728,Rafael Silva,1985-06-24,M,Santa Maria,RS,2026-07-04,Pessoa Física
14729,Sabrina Rodrigues,2000-09-20,M,Brasília,DF,2020-04-07,Pessoa Física
14730,Isabela Fernandes,1977-06-25,F,Joinville,SC,2024-05-25,Pessoa Física
14731,Empresa Pereira 231 Ltda,2005-02-17,PJ,Brasília,DF,2021-03-10,Pessoa Jurídica
14732,Larissa Santos,1991-09-25,M,São Paulo,SP,2019-09-09,Pessoa Física
14733,Empresa Araújo 233 Ltda,2013-12-23,PJ,Rio de Janeiro,RJ,2026-05-17,Pessoa Jurídica
14734,Gabriela Fernandes,1958-06-26,F,Curitiba,PR,2024-11-09,Pessoa Física
14735,Ana Silva,1982-09-28,F,Florianópolis,SC,2024-05-16,Pessoa Física
14736,Carla Araújo,1967-11-20,F,Santa Maria,RS,2026-01-31,Alta Renda
14737,Sabrina Costa,1993-02-18,M,Rio de Janeiro,RJ,2024-06-01,Pessoa Física
14738,Sabrina Araújo,1976-08-13,M,Florianópolis,SC,2024-10-16,Pessoa Física
14739,João Rodrigues,2001-10-25,F,Santa Cruz do Sul,RS,2020-05-03,Pessoa Física
14740,Tiago Araújo,1965-07-10,F,Vitória,ES,2022-11-12,Pessoa Física
14741,Henrique Santos,1964-12-19,F,Joinville,SC,2019-05-21,Pessoa Física
14742,Tiago Silva,1967-07-12,M,Santa Maria,RS,2023-06-06,Pessoa Física
14743,Otávio Lima,1976-10-17,F,Campinas,SP,2023-08-18,Pessoa Física
14744,Larissa Nascimento,1958-03-28,F,São Paulo,SP,2026-04-13,Alta Renda
14745,Empresa Almeida 245 Ltda,2002-03-31,PJ,Florianópolis,SC,2023-01-13,Pessoa Jurídica
14746,Sabrina Costa,1952-03-06,F,Brasília,DF,2023-07-11,Pessoa Física
14747,Carla Rodrigues,2001-05-28,F,Santa Maria,RS,2018-06-10,Alta Renda
14748,William Pereira,1950-11-05,F,Brasília,DF,2018-10-07,Pessoa Física
14749,William Oliveira,1959-08-24,F,Campinas,SP,2026-04-15,Alta Renda
